"id","name","email","password","profilePicture","description","dateOfBirth","language","createdAt","skill","currentEducation","experienceYears","interest","learningResource","tools","filledInformation"
"b4371c78-08d8-4cc9-a097-371c80373e71","Mr. Joe Graham Jr.","Presley.Reichel12@yahoo.com","b9d54587-56fa-40a9-9dc5-9b41a158eb96",,,"2015-01-11 10:56:26.335",,"2024-09-02 02:08:21.839","Deep Learning;Neural Networks;Recommender Systems;AI in Education;Expert Systems;Robotics;Speech Recognition;Generative AI","Undergraduate Degree","3",";Computer Vision;Deep Learning;AI Ethics;AI in Healthcare;Reinforcement Learning;Generative AI;Expert Systems","MIT OpenCourseWare;DeepLearning.ai;GitHub;Kaggle;Coursera;YouTube;Google AI;edX;Stanford Online;Harvard Online;Udemy","Weka;Google Cloud AI;DataRobot","0"
"b55b1cb8-e217-4aaa-aa2c-4b932d915692","Mary Gleason","Lexi_Koepp10@yahoo.com","76ac3c1e-2c44-450d-9dd3-6ced9e3c5c12",,,"2015-01-06 04:35:26.408","Vietnamese","2024-09-02 02:08:21.839","Computer Vision;;Machine Learning;Autonomous Vehicles;Speech Recognition;Expert Systems","University","2","Computer Vision;AI for Games","Kaggle;edX;YouTube","BigML;DataRobot","0"
"b702a1d4-fdd9-4ec2-808a-404a80cb732d","Sandy Ortiz","Sienna.Gislason-Lang27@gmail.com","56c60f91-d66f-49a1-b68a-d4ea94854331",,,"2019-12-30 10:44:55.069","Swedish","2024-09-02 02:08:21.839","Cognitive Computing","High School","0","Machine Learning;Recommender Systems","Harvard Online;Google AI;DeepLearning.ai;YouTube;Kaggle;Udemy","Hugging Face Transformers;RapidMiner;TensorFlow;;Scikit-learn;Weka;Google Cloud AI;Microsoft Azure AI;DataRobot;PyTorch;BigML;OpenAI GPT;IBM Watson;OpenCV;Keras","0"
"b927a967-2284-43c1-963a-ebe4a3af1869","Amanda Kulas","Althea91@gmail.com","80375f81-1c12-431b-810b-f53fdd80a498",,,"2024-03-18 04:56:50.022","German","2024-09-02 02:08:21.839","Robotics;AI in Healthcare;Cognitive Computing;AI for Games;Natural Language Processing;Generative AI;AI in Education","Undergraduate Degree","3","Generative AI;;Recommender Systems;Speech Recognition;AI Planning and Optimization;Expert Systems;Neural Networks;Computer Vision;AI in Healthcare;Reinforcement Learning;Cognitive Computing;Autonomous Vehicles;Robotics;AI Ethics;AI in Education;Natural Language Processing;AI in Finance;Machine Learning;AI for Games","MIT OpenCourseWare;Harvard Online;YouTube;edX;;Google AI;Coursera;Stanford Online;GitHub","Google Cloud AI;Hugging Face Transformers;RapidMiner;IBM Watson;Weka;;OpenAI GPT","0"
"ba0fe2b6-6292-4b17-8da9-84c344b02591","Chris Murray","Hal_Deckow65@gmail.com","4f9431c1-d31d-4e75-98ca-d238d81293bb",,,"2008-04-28 23:51:51.265","Greek","2024-09-02 02:08:21.839",,"High School","0","AI for Games;Machine Learning;;AI in Healthcare;AI Ethics;Cognitive Computing;Computer Vision;Deep Learning;Natural Language Processing;AI in Finance;Robotics;Neural Networks;AI Planning and Optimization;Generative AI","MIT OpenCourseWare;DeepLearning.ai;;Coursera;edX;Udemy;GitHub;YouTube;Harvard Online","OpenCV;OpenAI GPT;TensorFlow;Weka;BigML;Microsoft Azure AI;IBM Watson;Amazon SageMaker;Keras;Hugging Face Transformers;Google Cloud AI;PyTorch;Scikit-learn;DataRobot","0"
"bc1abad6-c223-4c4d-8579-eaeed1fa1679","Yolanda Kilback","Marshall_Wyman@gmail.com","3661fb8a-d265-4e83-9d14-5f1c7d381af5",,,"2022-03-09 05:05:58.396","Portuguese","2024-09-02 02:08:21.839","AI Planning and Optimization;Natural Language Processing;Cognitive Computing;AI Ethics;Expert Systems;Speech Recognition;Reinforcement Learning","Undergraduate Degree","3","Natural Language Processing;Robotics;Cognitive Computing;Recommender Systems;AI for Games;;Expert Systems;AI in Healthcare;Autonomous Vehicles;AI in Finance;AI in Education;Computer Vision;Machine Learning;AI Planning and Optimization;AI Ethics;Deep Learning","Kaggle;;MIT OpenCourseWare;edX;GitHub;Udemy;DeepLearning.ai;Coursera;Google AI;Harvard Online","RapidMiner","0"
"bda9979f-b5ba-4095-b0fc-f79778652486","Mrs. Guadalupe Runte III","Heath.Runolfsson-Little27@hotmail.com","2d53c9cb-3424-4252-8c94-970b521fd0f2",,,"2014-12-06 13:07:31.179","Polish","2024-09-02 02:08:21.839","AI in Finance;;Expert Systems;AI for Games;Natural Language Processing;AI in Healthcare;Cognitive Computing;AI Ethics;Deep Learning","Master Degree","4","Reinforcement Learning;Machine Learning;AI for Games;AI in Education;Natural Language Processing;Autonomous Vehicles;Speech Recognition;Computer Vision;Recommender Systems;AI in Finance;;Robotics;Cognitive Computing;Generative AI;Neural Networks;AI Ethics","DeepLearning.ai",,"0"
"be33bf21-e068-4994-b1d8-b60b0ce7aed5","Albert Rogahn","Mauricio.Monahan@gmail.com","77309168-2a46-4b8a-8f76-f6b3d8f74fc8",,,"2013-09-13 22:03:59.684","Greek","2024-09-02 02:08:21.839",,"High School","0",";AI in Healthcare;Recommender Systems;Computer Vision;Reinforcement Learning;Expert Systems;Neural Networks;Robotics;AI in Education;Natural Language Processing;AI in Finance;AI Ethics;Autonomous Vehicles;Deep Learning;AI for Games","Kaggle;Udemy","PyTorch;OpenCV;OpenAI GPT;Scikit-learn;Amazon SageMaker;Hugging Face Transformers;;BigML;TensorFlow;RapidMiner","0"
"bf3b4193-a039-42fe-91bf-5256ddcf8987","Kyle Leannon","Summer88@gmail.com","e517f397-e089-43dc-99cf-48e3bddc81db",,,"2007-12-16 04:33:14.927","English","2024-09-02 02:08:21.839","Recommender Systems","High School","0","AI Planning and Optimization;Robotics;Computer Vision","YouTube;edX;Harvard Online;Coursera;Kaggle","RapidMiner;Hugging Face Transformers;PyTorch;Google Cloud AI;Amazon SageMaker;BigML;Weka;Scikit-learn;OpenCV","0"
"c0640470-3350-45aa-808f-d1cd147eafe7","Kristin Bradtke","Gladyce.Fisher87@hotmail.com","5a15633f-fd21-4883-9123-dc08f0b19dc2",,,"2023-01-30 21:53:58.502","German","2024-09-02 02:08:21.839","Cognitive Computing;Natural Language Processing;Recommender Systems;AI Planning and Optimization;Robotics;Computer Vision;Expert Systems;AI Ethics;Autonomous Vehicles","Master Degree","4","Autonomous Vehicles;AI in Finance;Cognitive Computing","Udemy;edX;GitHub;Coursera;;Stanford Online;Google AI","BigML;PyTorch","0"
"c07071ce-3a37-4f44-864f-79a1bdf2a8fc","Marco Quigley","Timothy.Ankunding56@yahoo.com","d98f306c-8740-44e1-91d6-892a372fd8d7",,,"2018-01-01 05:08:34.379","English","2024-09-02 02:08:21.839","AI in Education;Natural Language Processing;","Middle School","1","Deep Learning;;Recommender Systems;Reinforcement Learning;Cognitive Computing;Autonomous Vehicles;Natural Language Processing;AI in Finance","Stanford Online;Kaggle;Harvard Online","Scikit-learn;DataRobot;Weka;OpenAI GPT;Keras;RapidMiner;PyTorch","0"
"c0790c6f-c0b3-484b-8bff-bfaf9726d25a","Yvette Herzog DDS","Jamel32@hotmail.com","80d79db5-202f-4905-bb87-999c7a5529ef",,,"2018-12-18 16:46:32.965","Swedish","2024-09-02 02:08:21.839","Autonomous Vehicles;Deep Learning;Speech Recognition;Expert Systems;Cognitive Computing;Computer Vision;Reinforcement Learning;AI Planning and Optimization","Undergraduate Degree","3","Reinforcement Learning;Neural Networks;Speech Recognition;AI in Education","DeepLearning.ai;GitHub;Coursera;Stanford Online;;MIT OpenCourseWare;Harvard Online","IBM Watson;PyTorch;;Weka;DataRobot;BigML","0"
"c122152e-56fe-46b4-bd6e-627db01269be","Julia Kuhn","Johnny_Kautzer90@gmail.com","33a1952e-45a0-448e-b499-0747a623874c",,,"2021-11-06 23:28:59.445","Korean","2024-09-02 02:08:21.839","AI in Education;Autonomous Vehicles;Robotics;Computer Vision","Middle School","2","Recommender Systems",";edX;DeepLearning.ai;YouTube;MIT OpenCourseWare",";BigML;Weka;Amazon SageMaker;Google Cloud AI;Microsoft Azure AI;RapidMiner;Scikit-learn;PyTorch;TensorFlow;OpenCV;Hugging Face Transformers;OpenAI GPT","0"
"c6f1d855-8180-4d2a-ac34-13a82985ca11","Vicki Hilpert-Anderson DVM","Devin_Bogan66@yahoo.com","cb2e4903-3284-4a03-8f54-7ebb5563a454",,,"2014-02-15 20:23:09.704","Turkish","2024-09-02 02:08:21.839","Robotics;Recommender Systems;;Neural Networks;Autonomous Vehicles;AI in Education;Expert Systems","Undergraduate Degree","3","AI in Healthcare;Deep Learning;AI in Finance;Recommender Systems;Expert Systems;Computer Vision;Speech Recognition;Natural Language Processing;Neural Networks;;AI Ethics;Reinforcement Learning;Autonomous Vehicles;AI in Education;AI Planning and Optimization;Machine Learning;AI for Games","GitHub;Kaggle;Google AI;Coursera;;DeepLearning.ai;Harvard Online","OpenCV;Google Cloud AI;;Amazon SageMaker;RapidMiner;Scikit-learn;OpenAI GPT","0"
"c76819a4-a27e-428a-987d-9f565cbc859e","Raul Bailey","Manley_Halvorson63@gmail.com","69acd471-ad0b-4458-a150-5534fb151ea1",,,"2012-04-19 10:15:38.206","Hindi","2024-09-02 02:08:21.839",";Generative AI;AI in Education;Machine Learning;Autonomous Vehicles;Natural Language Processing;AI for Games;Computer Vision","Undergraduate Degree","3","Expert Systems;AI Planning and Optimization;Natural Language Processing;AI Ethics;Machine Learning;AI in Healthcare;Generative AI;Recommender Systems;Cognitive Computing;Deep Learning;AI in Education;Speech Recognition","Harvard Online;edX;Google AI;;Kaggle;GitHub;YouTube;Udemy;DeepLearning.ai;Coursera","Microsoft Azure AI;;Weka;PyTorch;Hugging Face Transformers;Scikit-learn;RapidMiner","0"
"c8d206fe-fc09-415b-8591-ce829c03e413","Constance Donnelly","Sabina_Krajcik@gmail.com","b7b96251-26f1-4027-9a48-861897106776",,,"2022-01-06 07:28:49.128","Spanish","2024-09-02 02:08:21.839","AI Ethics;Recommender Systems;Speech Recognition","Middle School","1",";Neural Networks;Recommender Systems;Reinforcement Learning;Deep Learning;Generative AI;AI in Finance;AI Planning and Optimization;Speech Recognition;AI in Healthcare;Cognitive Computing;Natural Language Processing;Computer Vision;Machine Learning;Expert Systems;Autonomous Vehicles;Robotics","YouTube;edX;;Coursera;Udemy;MIT OpenCourseWare;Google AI;DeepLearning.ai;Harvard Online;GitHub;Kaggle","IBM Watson;RapidMiner","0"
"c926041d-df3b-40d1-a3ab-af4d342f7424","Angelo Blanda","Roel.Mayer33@gmail.com","f4a13494-ccc4-4490-a0b8-a4f3c779b04e",,,"2005-02-23 17:31:51.898","Turkish","2024-09-02 02:08:21.839","Robotics;AI Ethics;Reinforcement Learning;Autonomous Vehicles;Expert Systems;Neural Networks;AI Planning and Optimization;AI for Games;AI in Education;AI in Finance;Recommender Systems",,"5","Neural Networks;Speech Recognition;Autonomous Vehicles;Deep Learning;Recommender Systems;AI for Games","MIT OpenCourseWare;;GitHub;Harvard Online;Google AI;Coursera;DeepLearning.ai;edX;Kaggle;YouTube;Udemy","IBM Watson;TensorFlow;Keras;OpenAI GPT;Scikit-learn;OpenCV;BigML;Amazon SageMaker;Google Cloud AI;Weka;RapidMiner;DataRobot;Hugging Face Transformers","0"
"c9baa63e-7ab3-4a7b-b630-2d581e751d53","Casey Mohr-Mills","Delores.Corwin80@yahoo.com","ee573ee5-79da-4ff1-b1a9-35b954c30306",,,"2022-12-25 15:08:39.777","Japanese","2024-09-02 02:08:21.839","AI Ethics;;Speech Recognition;AI in Education;Reinforcement Learning;Recommender Systems;Robotics;AI in Healthcare;Autonomous Vehicles","Master Degree","4","Expert Systems;;AI Planning and Optimization;Neural Networks;Deep Learning;AI in Education;Recommender Systems;Speech Recognition;Robotics;AI in Healthcare;AI for Games;AI Ethics;Reinforcement Learning;Cognitive Computing;Generative AI;Natural Language Processing;Autonomous Vehicles;AI in Finance;Machine Learning","DeepLearning.ai;Google AI;Coursera;Kaggle","DataRobot;Hugging Face Transformers;TensorFlow;Scikit-learn;BigML;Weka;Microsoft Azure AI;Google Cloud AI;OpenCV;","0"
"ca22cf97-15ff-4f43-923f-f616eac6cb39","Melvin Vandervort IV","Furman27@hotmail.com","446b09cd-1814-45de-8bdc-782d1da99263",,,"2016-05-24 19:08:39.388",,"2024-09-02 02:08:21.839",,"High School","0","Generative AI;Expert Systems;Deep Learning;;AI in Healthcare;Neural Networks;Computer Vision","DeepLearning.ai;Coursera","Google Cloud AI;Weka;TensorFlow;OpenCV;Keras","0"
"ca829719-d675-4586-ad56-212adf293b2d","Colin Hoppe III","Dina_Kuvalis@gmail.com","b9b931f0-ba3a-47b4-8ad1-0ce83b1ac925",,,"2017-12-28 16:10:00.519","Japanese","2024-09-02 02:08:21.839",,"High School","0","Speech Recognition;AI in Healthcare;Computer Vision;Machine Learning","Stanford Online;MIT OpenCourseWare;YouTube;Harvard Online;edX;Udemy","IBM Watson;PyTorch;Scikit-learn;DataRobot","0"
"cbe5fab0-1599-4eaa-a9d8-d00c86e000cc","Santiago Bashirian","Tamia_Ullrich32@gmail.com","a2022f71-90d4-4902-b190-d259b6e292d3",,,"2021-10-20 04:07:42.441","Polish","2024-09-02 02:08:21.839","Generative AI;Autonomous Vehicles;Robotics;Neural Networks;AI Planning and Optimization;AI in Healthcare;Cognitive Computing","Undergraduate Degree","3","Cognitive Computing;AI in Finance;Robotics;Machine Learning;AI Planning and Optimization;Neural Networks;AI for Games;;Expert Systems;Recommender Systems;AI in Education;Deep Learning;Generative AI;Speech Recognition;Reinforcement Learning;Autonomous Vehicles;Computer Vision;AI Ethics;Natural Language Processing","YouTube;Google AI;;Stanford Online;DeepLearning.ai;Harvard Online;MIT OpenCourseWare;GitHub;Udemy;Kaggle;Coursera","Hugging Face Transformers;DataRobot;Amazon SageMaker;OpenCV;Google Cloud AI;Weka;Keras;TensorFlow;IBM Watson;RapidMiner;Microsoft Azure AI;BigML;PyTorch;OpenAI GPT;","0"
"cc303727-88cf-4ec1-8183-e03d7856445f","Cristina Doyle","Tavares_Kertzmann@yahoo.com","3047d3f8-d6f3-4ae2-9978-bbb009608524",,,"2022-03-20 16:11:04.173","Polish","2024-09-02 02:08:21.839","Cognitive Computing;Reinforcement Learning;Generative AI;Robotics;AI in Education;Machine Learning;Natural Language Processing;AI Ethics","Undergraduate Degree","3","Speech Recognition;Deep Learning;Neural Networks;AI in Healthcare;Recommender Systems;AI in Finance;Computer Vision","Udemy","Hugging Face Transformers;Keras;PyTorch;OpenCV;Google Cloud AI;OpenAI GPT;Weka;;Amazon SageMaker;Scikit-learn;Microsoft Azure AI","0"
"cc747fb4-5a06-4058-9846-c5c5e4b37d26","Gloria Kirlin","Giovani.Prosacco95@hotmail.com","977184f6-5325-4933-9b2d-554eb08ec00f",,,"2014-11-19 04:24:56.402","Dutch","2024-09-02 02:08:21.839","Computer Vision;Recommender Systems;Autonomous Vehicles;Generative AI;;Neural Networks","University","2","AI in Healthcare;Autonomous Vehicles;AI Ethics;Expert Systems;Recommender Systems;AI in Finance;AI for Games;Machine Learning","Google AI;edX;YouTube;DeepLearning.ai;;GitHub;Stanford Online;Udemy","RapidMiner;OpenAI GPT;TensorFlow","0"
"cd90bf0a-b568-43e8-890f-a486d5ca2dc8","Mr. Cary Schiller","Amira45@gmail.com","aac361a6-5a62-4e3e-b69c-2df8ecd321c3",,,"2015-05-10 06:46:23.514","German","2024-09-02 02:08:21.839","Expert Systems;AI Ethics;AI Planning and Optimization","Middle School","1","Computer Vision;Machine Learning;AI in Education;Robotics;Natural Language Processing;AI in Healthcare;Recommender Systems;Reinforcement Learning;AI for Games;Deep Learning","DeepLearning.ai;;GitHub;Kaggle;Stanford Online;MIT OpenCourseWare;Harvard Online;edX;Coursera","Microsoft Azure AI;PyTorch;TensorFlow;OpenCV;IBM Watson;BigML;DataRobot;RapidMiner;Scikit-learn;OpenAI GPT;Amazon SageMaker;Google Cloud AI;","0"
"d0ac1091-9e4f-444f-81b7-ab68ed4da66f","Mary Labadie","Deshawn.Wiegand-Langworth98@gmail.com","1f9cc21d-222c-4821-a269-11c70e351d2f",,,"2006-01-13 06:32:07.360","Hindi","2024-09-02 02:08:21.839","Computer Vision;Generative AI;AI Ethics;;Cognitive Computing;Reinforcement Learning;AI for Games","Undergraduate Degree","3","Reinforcement Learning;Natural Language Processing;AI in Education;Computer Vision;Deep Learning;Recommender Systems;Cognitive Computing","Stanford Online;edX;Coursera;Google AI;GitHub;YouTube;","TensorFlow;Microsoft Azure AI;PyTorch;Keras;Scikit-learn;OpenCV;RapidMiner;IBM Watson;DataRobot","0"
"d224ba3b-87b4-4f6b-b0e8-674f68d30bd0","Susan O'Hara","Agustina_Kemmer67@hotmail.com","2c53384f-e617-4510-b9d7-6c81f73ddf97",,,"2018-03-02 05:04:24.998","Portuguese","2024-09-02 02:08:21.839","Speech Recognition;AI in Finance","Elementary","1","Computer Vision;AI in Education","edX;Coursera;Harvard Online","Keras;Google Cloud AI;BigML;Hugging Face Transformers;Weka;OpenAI GPT;Microsoft Azure AI;IBM Watson;OpenCV;RapidMiner;;Amazon SageMaker;PyTorch;DataRobot;Scikit-learn","0"
"d2958d5f-310a-4593-b8ad-c4e123635c58","Ernest Raynor","Dallas_Blanda5@yahoo.com","4b49c84c-f9cf-4db2-9181-e1d15a47cedb",,,"2020-10-06 14:39:00.988","German","2024-09-02 02:08:21.839","Computer Vision;AI in Finance;Neural Networks","Middle School","1","Machine Learning;AI in Healthcare;AI Ethics;Autonomous Vehicles;AI for Games;Expert Systems;Neural Networks;Natural Language Processing;Generative AI;Deep Learning;Computer Vision;Reinforcement Learning;AI Planning and Optimization;Robotics;Cognitive Computing","MIT OpenCourseWare;Harvard Online;Stanford Online;Coursera;YouTube;Kaggle;","PyTorch;OpenCV","0"
"d2d84493-e6ec-4c8a-b7b2-821d6818e78d","Olivia Harvey","Levi.Auer71@yahoo.com","b084d47c-35f2-41ff-823b-d2e8bc979f80",,,"2008-06-21 14:43:08.458","French","2024-09-02 02:08:21.839","AI Ethics;Reinforcement Learning;Robotics","Middle School","1","Computer Vision;AI Planning and Optimization","Kaggle;Harvard Online;GitHub;YouTube;Google AI;;Coursera;edX;DeepLearning.ai;Udemy","Amazon SageMaker;PyTorch;Weka;BigML;IBM Watson;OpenAI GPT;TensorFlow;;Hugging Face Transformers;DataRobot;Keras;Google Cloud AI","0"
"d344559c-c7dc-4553-aafd-0972425be393","Dr. Darnell Runolfsson","Amelie27@hotmail.com","b7440ef8-1e93-4378-b479-7595978c2b82",,,"2024-02-06 06:21:44.311","Russian","2024-09-02 02:08:21.839","AI in Education;Computer Vision;Recommender Systems;Speech Recognition;Reinforcement Learning;Cognitive Computing;AI in Healthcare;AI for Games","Undergraduate Degree","3","Reinforcement Learning;AI in Education;AI in Healthcare;Recommender Systems;Computer Vision;Machine Learning;;Cognitive Computing;Neural Networks;Autonomous Vehicles;Deep Learning",";edX;GitHub;Google AI;Udemy;YouTube;Stanford Online;Kaggle;Coursera",";Google Cloud AI;OpenAI GPT;Keras;RapidMiner;IBM Watson;TensorFlow","0"
"d3eaae7d-0f3a-4342-9863-ffcfdc7b5d20","Neil Herzog","Odie28@yahoo.com","aef71770-eb4d-44c5-bf03-0cf3c58d8a5e",,,"2010-07-03 11:20:50.699","Spanish","2024-09-02 02:08:21.839","Robotics;Neural Networks;Reinforcement Learning;AI Planning and Optimization;Expert Systems;Autonomous Vehicles;;Computer Vision;Speech Recognition;AI in Education;Machine Learning",,"5","Autonomous Vehicles;Recommender Systems;AI Ethics;Cognitive Computing;AI Planning and Optimization;Deep Learning;Natural Language Processing;Speech Recognition;AI in Finance;Machine Learning;Reinforcement Learning;Computer Vision;Generative AI;Neural Networks;Robotics","Udemy;Google AI;Harvard Online;;Kaggle;edX;GitHub;DeepLearning.ai","IBM Watson","0"
"d445ed75-0502-4d0c-adcb-74f979809087","Nettie White-Gottlieb","Nakia.Aufderhar16@gmail.com","f6c0ce4e-33fe-4b00-a98b-ecf48a0d817b",,,"2019-08-28 21:16:25.711","German","2024-09-02 02:08:21.839","Expert Systems;Computer Vision;AI Planning and Optimization;AI Ethics;Recommender Systems;Autonomous Vehicles;Cognitive Computing;AI in Education;Generative AI","Master Degree","4","Reinforcement Learning;AI Planning and Optimization;Expert Systems;;Recommender Systems;AI for Games;AI in Healthcare;AI Ethics;Speech Recognition;Cognitive Computing;Autonomous Vehicles;AI in Education;Deep Learning;Machine Learning;Robotics;Neural Networks;Computer Vision;Natural Language Processing;AI in Finance","Harvard Online;;Google AI;edX","TensorFlow","0"
"d4b13fdc-5b50-4a6e-bad4-1f6ce2e4d9e7","Mrs. Stephanie Fisher","Caesar.Raynor86@yahoo.com","c3a819f2-913f-4845-be51-1c5467a59704",,,"2011-01-03 22:24:19.767","Italian","2024-09-02 02:08:21.839","Cognitive Computing;Computer Vision;Neural Networks","Middle School","1",";Machine Learning;Natural Language Processing;Generative AI;AI Planning and Optimization;Computer Vision;AI for Games;Autonomous Vehicles;AI in Education;Recommender Systems;Cognitive Computing;Deep Learning;Robotics","YouTube;;Google AI;Coursera;edX;Udemy;Kaggle","Microsoft Azure AI;Scikit-learn;BigML;DataRobot;Hugging Face Transformers;;Keras;PyTorch;OpenCV;IBM Watson","0"
"d4dc8079-e018-427d-a7b1-b6452ca772e0","Sylvester Mante","Dayana71@yahoo.com","fb3351ac-558f-42c8-a50c-028f0201deaa",,,"2009-08-16 18:34:03.186","Bengali","2024-09-02 02:08:21.839","Deep Learning;Reinforcement Learning;Neural Networks","Middle School","1","Deep Learning;Autonomous Vehicles;Reinforcement Learning;AI in Finance;Robotics;AI Planning and Optimization;Speech Recognition;Expert Systems;Neural Networks;Natural Language Processing;Machine Learning;AI for Games;Generative AI;Recommender Systems",";Udemy;edX;DeepLearning.ai;Google AI;GitHub;Stanford Online;Harvard Online;MIT OpenCourseWare","PyTorch;Keras;Microsoft Azure AI;IBM Watson;Amazon SageMaker;Google Cloud AI","0"
"d4de86d4-37cc-466b-a368-c5e6548aac27","Fredrick Haley","Hellen.Nikolaus-Swaniawski40@gmail.com","30606906-5f4c-4544-ab65-341f71dfe6c6",,,"2018-11-13 21:49:23.242","Arabic","2024-09-02 02:08:21.839","AI Planning and Optimization","High School","0","Reinforcement Learning;AI in Finance;Deep Learning","MIT OpenCourseWare;edX;DeepLearning.ai;Stanford Online;YouTube;GitHub;Coursera;Harvard Online;Kaggle","OpenCV;Keras;RapidMiner;Hugging Face Transformers;TensorFlow;Amazon SageMaker;OpenAI GPT;Google Cloud AI;Scikit-learn;Weka;DataRobot;","0"
"d6444452-733f-4f3d-ae3b-5f4b64b040ea","Jorge Dicki","Kristofer_Collier@hotmail.com","528c2c95-47ed-4af3-8b74-f52889f46306",,,"2021-09-17 05:41:16.065","Korean","2024-09-02 02:08:21.839","Robotics;Deep Learning","Elementary","1","AI Ethics;AI in Finance;Autonomous Vehicles;AI in Education;Neural Networks;Recommender Systems;Computer Vision;Machine Learning;Expert Systems;Natural Language Processing;Speech Recognition;AI for Games;Robotics;AI Planning and Optimization;AI in Healthcare;;Generative AI;Cognitive Computing;Deep Learning","Harvard Online;DeepLearning.ai;Udemy;;edX;MIT OpenCourseWare;Google AI;YouTube","Microsoft Azure AI;Weka;Amazon SageMaker;Keras;RapidMiner;BigML;;DataRobot;TensorFlow","0"
"d6532e82-b490-48b8-930e-d17519f21351","Randall Schaefer","Joshua9@hotmail.com","a4f4a744-f174-4e03-ba20-24d31473a743",,,"2005-10-18 19:27:18.063","Polish","2024-09-02 02:08:21.839","Speech Recognition;AI in Education;Natural Language Processing;Expert Systems;AI in Healthcare;Neural Networks;AI Ethics;Computer Vision","Undergraduate Degree","3","Generative AI;Reinforcement Learning;AI in Finance;Recommender Systems;Computer Vision;Expert Systems;;Neural Networks;AI in Education;Natural Language Processing;Machine Learning;Speech Recognition;Deep Learning","MIT OpenCourseWare;edX",";IBM Watson","0"
"d7ac5a1f-f5ab-4208-b506-81878c33acc9","Josh Streich","Hobart_Tremblay35@yahoo.com","cd600cf2-e6e0-4758-8eea-0f14f6980bd4",,,"2013-10-30 22:47:08.779","Spanish","2024-09-02 02:08:21.839","AI in Finance;AI Planning and Optimization;","Middle School","1","Natural Language Processing;AI for Games;;Recommender Systems;Computer Vision;AI in Education;Speech Recognition;Expert Systems",";Udemy;Kaggle;DeepLearning.ai;Google AI;edX;Harvard Online;YouTube;MIT OpenCourseWare","Amazon SageMaker","0"
"d9ecf9c1-4e63-4b8e-8d2b-3c986a20d25d","Van Emard","Shawn_Hackett16@yahoo.com","5d03e3c3-4706-48e9-9e2b-e29fffac7896",,,"2020-05-16 16:58:47.669","Mandarin","2024-09-02 02:08:21.839","Autonomous Vehicles;Cognitive Computing;Natural Language Processing;Recommender Systems;Neural Networks;AI Ethics","University","2","Expert Systems;Reinforcement Learning;AI in Education;AI Ethics;AI Planning and Optimization;Cognitive Computing;AI in Finance;Recommender Systems;Autonomous Vehicles;AI for Games;AI in Healthcare;;Machine Learning;Computer Vision;Robotics;Natural Language Processing","Stanford Online;Google AI;DeepLearning.ai;edX;Kaggle;Coursera;;Harvard Online;MIT OpenCourseWare","Scikit-learn;;RapidMiner","0"
"d9f2e206-3eb9-4348-a321-29ad52ce8360","Stella Friesen Jr.","Adella_Tromp41@hotmail.com","8178f827-e7eb-4137-8f37-35b9bbf91815",,,"2019-11-05 17:59:41.487","Swedish","2024-09-02 02:08:21.839","Generative AI;Recommender Systems","Elementary","1",";AI in Education;Natural Language Processing;Speech Recognition;Reinforcement Learning;Expert Systems;Autonomous Vehicles;AI Ethics;Cognitive Computing;AI in Healthcare","Harvard Online","Amazon SageMaker;OpenAI GPT;OpenCV;TensorFlow;Google Cloud AI;BigML;Keras;Microsoft Azure AI;DataRobot;Scikit-learn;IBM Watson","0"
"daae4369-65b8-43d9-912c-e59290d2f8a4","Spencer Walter IV","Fae79@hotmail.com","e89e5e12-e76a-4702-a850-d6d496192725",,,"2012-10-01 18:37:00.327","Turkish","2024-09-02 02:08:21.839","AI Ethics;Autonomous Vehicles;AI for Games","Middle School","1",,"Harvard Online;DeepLearning.ai;Kaggle;Coursera","OpenCV;Microsoft Azure AI;Google Cloud AI;Amazon SageMaker;Scikit-learn","0"
"dab4c063-af64-4999-b21d-74f668896441","Dr. Preston Prohaska","Alanis.Upton3@gmail.com","06680d9e-2101-495b-9153-74a311a3498e",,,"2021-10-12 14:27:17.091","Spanish","2024-09-02 02:08:21.839","AI in Healthcare;Cognitive Computing","Elementary","1","Speech Recognition;Natural Language Processing;Generative AI;AI Planning and Optimization;Expert Systems;Autonomous Vehicles","edX;DeepLearning.ai;Kaggle;;Harvard Online;MIT OpenCourseWare;Stanford Online;Coursera","BigML;Google Cloud AI;IBM Watson;TensorFlow;Hugging Face Transformers;Scikit-learn;Amazon SageMaker","0"
"dc6d0093-db48-4df1-8512-a318cb8dfed6","Joel Grimes","Nels93@hotmail.com","08d0e72b-8cb0-4be2-adc3-263a696e8b9d",,,"2016-10-24 17:15:35.777","Polish","2024-09-02 02:08:21.839","Machine Learning;Speech Recognition;","Middle School","1","Reinforcement Learning;Generative AI;Robotics;Natural Language Processing;AI in Education;AI in Healthcare;Recommender Systems;Neural Networks;Deep Learning;Expert Systems;AI in Finance",";Harvard Online;DeepLearning.ai;MIT OpenCourseWare;Google AI;Stanford Online;YouTube;GitHub;edX;Udemy;Kaggle","Amazon SageMaker","0"
